CUSTOMER_NUMBER,TIME_ID,BAD,GOOD,GB,TRANS_NO,TRANS_AMT_MAX,TRANS_AMT_MIN,TRANS_AMT_SUM,TRANS_AMT_AVG,TRANS_DATE,TRANS_WDAY,TRANS_HOUR,TRANS_LV1_TYPE,TRANS_LV2_TYPE
734878,3,0,1,G,0,0,0,0,0,0,0,1,0,0
864638,3,0,1,G,0,0,0,0,0,0,0,1,0,0
69383,3,0,1,G,0,0,0,0,0,0,0,1,0,0
301701,3,0,1,G,0,0,0,0,0,0,0,1,0,0
182410,3,0,1,G,3,150000,50000,250000,83333.33333,2,2,3,1,1
400127,3,1,0,B,1,250000000,250000000,250000000,250000000,1,1,1,1,1
865059,3,0,1,G,0,0,0,0,0,0,0,1,0,0
389067,3,0,1,G,0,0,0,0,0,0,0,1,0,0
256198,3,0,1,G,0,0,0,0,0,0,0,1,0,0
579320,3,0,1,G,1,40000000,40000000,40000000,40000000,1,1,1,1,1
181980,3,0,1,G,0,0,0,0,0,0,0,1,0,0
922428,3,0,1,G,0,0,0,0,0,0,0,1,0,0
440141,3,0,1,G,0,0,0,0,0,0,0,1,0,0
262178,3,0,1,G,0,0,0,0,0,0,0,1,0,0
239126,3,0,1,G,0,0,0,0,0,0,0,1,0,0
2293,3,0,1,G,0,0,0,0,0,0,0,1,0,0
968896,3,1,0,B,0,0,0,0,0,0,0,1,0,0
719420,3,0,1,G,0,0,0,0,0,0,0,1,0,0
378899,3,0,1,G,0,0,0,0,0,0,0,1,0,0
487513,3,0,1,G,0,0,0,0,0,0,0,1,0,0
735415,3,0,1,G,0,0,0,0,0,0,0,1,0,0
229416,3,0,1,G,0,0,0,0,0,0,0,1,0,0
801247,3,0,1,G,0,0,0,0,0,0,0,1,0,0
983317,3,0,1,G,0,0,0,0,0,0,0,1,0,0
348933,3,0,1,G,0,0,0,0,0,0,0,1,0,0
398285,3,0,1,G,0,0,0,0,0,0,0,1,0,0
409295,3,1,0,B,1,205000,205000,205000,205000,1,1,1,1,1
143759,3,0,1,G,1,3000000,3000000,3000000,3000000,1,1,1,1,1
708558,3,0,1,G,0,0,0,0,0,0,0,1,0,0
295309,3,0,1,G,0,0,0,0,0,0,0,1,0,0
957921,3,0,1,G,0,0,0,0,0,0,0,1,0,0
119160,3,0,1,G,0,0,0,0,0,0,0,1,0,0
816475,3,1,0,B,4,300000000,185000000,970000000,261666666.7,3,3,3,1,1
957300,3,0,1,G,1,10000,10000,10000,10000,1,1,1,1,1
28625,3,0,1,G,1,200000,200000,200000,200000,1,1,1,1,1
214047,3,0,1,G,2,200000,10000,210000,105000,2,2,2,1,1
688308,3,0,1,G,0,0,0,0,0,0,0,1,0,0
205772,3,0,1,G,0,0,0,0,0,0,0,1,0,0
683301,3,0,1,G,0,0,0,0,0,0,0,1,0,0
805198,3,0,1,G,0,0,0,0,0,0,0,1,0,0
253933,3,0,1,G,0,0,0,0,0,0,0,1,0,0
672952,3,0,1,G,0,0,0,0,0,0,0,1,0,0
160027,3,0,1,G,0,0,0,0,0,0,0,1,0,0
892505,3,0,1,G,0,0,0,0,0,0,0,1,0,0
258987,3,0,1,G,0,0,0,0,0,0,0,1,0,0
142913,3,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
457295,3,1,0,B,0,0,0,0,0,0,0,1,0,0
894099,3,0,1,G,0,0,0,0,0,0,0,1,0,0
848992,3,0,1,G,4,20503000,4000000,37003000,9250750,4,3,4,1,1
696945,3,1,0,B,4,7983333.333,2200000,26150000,5091666.667,1,1,2,1,1
501466,3,1,0,B,1,50000,50000,50000,50000,1,1,1,1,1
800744,3,0,1,G,0,0,0,0,0,0,0,1,0,0
825925,3,0,1,G,0,0,0,0,0,0,0,1,0,0
479879,3,0,1,G,0,0,0,0,0,0,0,1,0,0
442117,3,0,1,G,0,0,0,0,0,0,0,1,0,0
202846,3,0,1,G,0,0,0,0,0,0,0,1,0,0
468654,3,0,1,G,0,0,0,0,0,0,0,1,0,0
519766,3,0,1,G,3,25000000,1000000,51000000,13000000,2,1,2,1,1
988723,3,0,1,G,18,400000000,1000000,2641840000,112257023.8,9,7,14,1,2
274544,3,0,1,G,1,4500000,4500000,4500000,4500000,1,1,1,1,1
144591,3,0,1,G,3,200000000,2000000,217000000,72333333.33,2,2,3,1,1
383614,3,0,1,G,0,0,0,0,0,0,0,1,0,0
931337,3,0,1,G,0,0,0,0,0,0,0,1,0,0
278067,3,0,1,G,0,0,0,0,0,0,0,1,0,0
46308,3,0,1,G,1,191000,191000,191000,191000,1,1,1,1,1
936864,3,0,1,G,2,500000,500000,1000000,500000,2,2,2,1,1
397686,3,0,1,G,1,20000000,20000000,20000000,20000000,1,1,1,1,1
286240,3,0,1,G,0,0,0,0,0,0,0,1,0,0
836099,3,0,1,G,0,0,0,0,0,0,0,1,0,0
566046,3,0,1,G,0,0,0,0,0,0,0,1,0,0
697982,3,0,1,G,0,0,0,0,0,0,0,1,0,0
926250,3,0,1,G,0,0,0,0,0,0,0,1,0,0
905408,3,0,1,G,0,0,0,0,0,0,0,1,0,0
486664,3,0,1,G,0,0,0,0,0,0,0,1,0,0
788180,3,0,1,G,0,0,0,0,0,0,0,1,0,0
641910,3,0,1,G,0,0,0,0,0,0,0,1,0,0
159980,3,0,1,G,0,0,0,0,0,0,0,1,0,0
722398,3,0,1,G,0,0,0,0,0,0,0,1,0,0
878653,3,0,1,G,0,0,0,0,0,0,0,1,0,0
736267,3,0,1,G,0,0,0,0,0,0,0,1,0,0
991079,3,0,1,G,0,0,0,0,0,0,0,1,0,0
22006,3,0,1,G,0,0,0,0,0,0,0,1,0,0
329869,3,0,1,G,0,0,0,0,0,0,0,1,0,0
777180,3,0,1,G,0,0,0,0,0,0,0,1,0,0
257032,3,0,1,G,0,0,0,0,0,0,0,1,0,0
294488,3,0,1,G,0,0,0,0,0,0,0,1,0,0
522040,3,0,1,G,0,0,0,0,0,0,0,1,0,0
331859,3,0,1,G,2,10000,1000,11000,5500,1,1,2,2,2
156784,3,0,1,G,5,40000,10000,120000,23750,4,4,4,2,2
347913,3,0,1,G,0,0,0,0,0,0,0,1,0,0
144977,3,0,1,G,7,6800000,10000,12770000,2110833.333,6,4,6,2,2
63734,3,0,1,G,0,0,0,0,0,0,0,1,0,0
252641,3,0,1,G,0,0,0,0,0,0,0,1,0,0
360275,3,0,1,G,3,6500000,2250000,15250000,4375000,1,1,2,1,1
720227,3,0,1,G,0,0,0,0,0,0,0,1,0,0
956428,3,0,1,G,0,0,0,0,0,0,0,1,0,0
365812,3,0,1,G,0,0,0,0,0,0,0,1,0,0
329483,3,0,1,G,0,0,0,0,0,0,0,1,0,0
311676,3,0,1,G,0,0,0,0,0,0,0,1,0,0
987052,3,0,1,G,0,0,0,0,0,0,0,1,0,0
627368,3,0,1,G,0,0,0,0,0,0,0,1,0,0
10729,3,0,1,G,0,0,0,0,0,0,0,1,0,0
41952,3,0,1,G,0,0,0,0,0,0,0,1,0,0
130804,3,0,1,G,0,0,0,0,0,0,0,1,0,0
285933,3,0,1,G,0,0,0,0,0,0,0,1,0,0
164316,3,0,1,G,0,0,0,0,0,0,0,1,0,0
492132,3,0,1,G,7,50000000,30000,52144002,7449143.143,6,3,6,3,3
405899,3,0,1,G,2,5000000,200000,5200000,2600000,1,1,1,2,2
807138,3,0,1,G,0,0,0,0,0,0,0,1,0,0
510142,3,0,1,G,0,0,0,0,0,0,0,1,0,0
130779,3,0,1,G,0,0,0,0,0,0,0,1,0,0
563152,3,0,1,G,0,0,0,0,0,0,0,1,0,0
811851,3,0,1,G,1,500000,500000,500000,500000,1,1,1,1,1
999634,3,0,1,G,1,25000000,25000000,25000000,25000000,1,1,1,1,1
599298,3,0,1,G,7,50000000,6000000,208400000,29771428.57,6,6,7,1,1
677167,3,0,1,G,0,0,0,0,0,0,0,1,0,0
878039,3,0,1,G,0,0,0,0,0,0,0,1,0,0
137826,3,0,1,G,0,0,0,0,0,0,0,1,0,0
852817,3,0,1,G,0,0,0,0,0,0,0,1,0,0
620167,3,1,0,B,0,0,0,0,0,0,0,1,0,0
209141,3,0,1,G,1,6000000,6000000,6000000,6000000,1,1,1,1,1
939307,3,0,1,G,0,0,0,0,0,0,0,1,0,0
694140,3,0,1,G,1,42000000,42000000,42000000,42000000,1,1,1,1,1
288906,3,0,1,G,0,0,0,0,0,0,0,1,0,0
460275,3,0,1,G,0,0,0,0,0,0,0,1,0,0
406315,3,0,1,G,0,0,0,0,0,0,0,1,0,0
290725,3,0,1,G,0,0,0,0,0,0,0,1,0,0
132967,3,0,1,G,4,42500,42500,170000,42500,1,1,1,1,1
414701,3,0,1,G,0,0,0,0,0,0,0,1,0,0
152081,3,0,1,G,0,0,0,0,0,0,0,1,0,0
604642,3,0,1,G,0,0,0,0,0,0,0,1,0,0
905307,3,0,1,G,1,87700000,87700000,87700000,87700000,1,1,1,1,1
438020,3,0,1,G,0,0,0,0,0,0,0,1,0,0
134358,3,0,1,G,0,0,0,0,0,0,0,1,0,0
969916,3,1,0,B,4,1500000,10000,2750000,687500,3,3,4,1,1
306463,3,0,1,G,0,0,0,0,0,0,0,1,0,0
167391,3,0,1,G,2,100000,20000,120000,60000,2,2,2,1,1
692918,3,0,1,G,2,200000,50000,250000,125000,2,2,2,1,1
604481,3,0,1,G,18,700000,100000,5210000,301444.4444,7,5,14,2,2
31100,3,0,1,G,0,0,0,0,0,0,0,1,0,0
86564,3,0,1,G,1,10000000,10000000,10000000,10000000,1,1,1,1,1
169907,3,0,1,G,4,300000,10000,710000,177500,1,1,3,2,2
109209,3,1,0,B,1,500000,500000,500000,500000,1,1,1,1,1
577889,3,0,1,G,0,0,0,0,0,0,0,1,0,0
176095,3,0,1,G,0,0,0,0,0,0,0,1,0,0
464485,3,0,1,G,0,0,0,0,0,0,0,1,0,0
253047,3,1,0,B,0,0,0,0,0,0,0,1,0,0
348157,3,0,1,G,0,0,0,0,0,0,0,1,0,0
802242,3,0,1,G,0,0,0,0,0,0,0,1,0,0
742666,3,0,1,G,0,0,0,0,0,0,0,1,0,0
726267,3,0,1,G,0,0,0,0,0,0,0,1,0,0
58917,3,0,1,G,0,0,0,0,0,0,0,1,0,0
688677,3,0,1,G,0,0,0,0,0,0,0,1,0,0
388553,3,0,1,G,0,0,0,0,0,0,0,1,0,0
808645,3,0,1,G,0,0,0,0,0,0,0,1,0,0
778839,3,0,1,G,0,0,0,0,0,0,0,1,0,0
927742,3,0,1,G,3,18000000,9950000,37950000,12650000,2,2,3,1,1
700001,3,0,1,G,0,0,0,0,0,0,0,1,0,0
526458,3,0,1,G,0,0,0,0,0,0,0,1,0,0
184792,3,0,1,G,0,0,0,0,0,0,0,1,0,0
314867,3,0,1,G,0,0,0,0,0,0,0,1,0,0
86986,3,0,1,G,0,0,0,0,0,0,0,1,0,0
855212,3,0,1,G,0,0,0,0,0,0,0,1,0,0
697340,3,0,1,G,0,0,0,0,0,0,0,1,0,0
892346,3,0,1,G,0,0,0,0,0,0,0,1,0,0
159959,3,0,1,G,0,0,0,0,0,0,0,1,0,0
464646,3,0,1,G,0,0,0,0,0,0,0,1,0,0
240932,3,0,1,G,0,0,0,0,0,0,0,1,0,0
933065,3,0,1,G,0,0,0,0,0,0,0,1,0,0
778245,3,0,1,G,0,0,0,0,0,0,0,1,0,0
766239,3,0,1,G,2,50000,50000,100000,50000,1,1,1,1,1
293334,3,1,0,B,1,100000,100000,100000,100000,1,1,1,1,1
326784,3,0,1,G,1,3000000,3000000,3000000,3000000,1,1,1,1,1
641069,3,0,1,G,2,80000,25000,105000,52500,2,2,2,1,1
997944,3,0,1,G,3,200000,20000,420000,140000,3,3,3,2,2
801333,3,1,0,B,2,3200000,1600000,4800000,2400000,2,2,2,1,1
768349,3,0,1,G,18,1300000,20000,6350000,366666.6667,8,5,15,2,3
547582,3,0,1,G,3,500000,50000,850000,283333.3333,2,2,2,2,2
425100,3,0,1,G,0,0,0,0,0,0,0,1,0,0
977101,3,1,0,B,1,100000,100000,100000,100000,1,1,1,1,1
856062,3,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
897182,3,0,1,G,3,50000,35000,120000,42500,2,2,2,1,1
635529,3,0,1,G,6,500000,50000,1150000,191666.6667,5,4,6,2,3
939102,3,0,1,G,2,5600000,1000000,6600000,3300000,2,2,2,1,2
895049,3,0,1,G,0,0,0,0,0,0,0,1,0,0
847706,3,0,1,G,0,0,0,0,0,0,0,1,0,0
888655,3,0,1,G,3,300000,10000,330000,110000,3,3,3,2,3
998370,3,0,1,G,0,0,0,0,0,0,0,1,0,0
953884,3,0,1,G,2,2700000,1990000,4690000,2345000,1,1,2,1,1
474535,3,0,1,G,4,100000,50000,250000,75000,2,2,2,1,1
678985,3,0,1,G,0,0,0,0,0,0,0,1,0,0
260274,3,0,1,G,3,30000,10000,50000,16666.66667,1,1,3,1,1
984252,3,0,1,G,1,200000,200000,200000,200000,1,1,1,1,1
235644,3,0,1,G,0,0,0,0,0,0,0,1,0,0
123457,3,0,1,G,2,200000000,199000000,399000000,199500000,2,2,2,1,1
792611,3,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
778474,3,0,1,G,0,0,0,0,0,0,0,1,0,0
424854,3,0,1,G,0,0,0,0,0,0,0,1,0,0
473463,3,0,1,G,0,0,0,0,0,0,0,1,0,0
335388,3,0,1,G,0,0,0,0,0,0,0,1,0,0
728548,3,0,1,G,0,0,0,0,0,0,0,1,0,0
945232,3,0,1,G,0,0,0,0,0,0,0,1,0,0
531526,3,0,1,G,0,0,0,0,0,0,0,1,0,0
46727,3,0,1,G,0,0,0,0,0,0,0,1,0,0
151067,3,0,1,G,0,0,0,0,0,0,0,1,0,0
143689,3,0,1,G,0,0,0,0,0,0,0,1,0,0
814646,3,0,1,G,0,0,0,0,0,0,0,1,0,0
517583,3,0,1,G,0,0,0,0,0,0,0,1,0,0
249358,3,0,1,G,0,0,0,0,0,0,0,1,0,0
719007,3,1,0,B,0,0,0,0,0,0,0,1,0,0
858102,3,0,1,G,0,0,0,0,0,0,0,1,0,0
982762,3,0,1,G,0,0,0,0,0,0,0,1,0,0
182489,3,0,1,G,0,0,0,0,0,0,0,1,0,0
54318,3,0,1,G,0,0,0,0,0,0,0,1,0,0
616435,3,0,1,G,0,0,0,0,0,0,0,1,0,0
782443,3,0,1,G,0,0,0,0,0,0,0,1,0,0
940742,3,0,1,G,0,0,0,0,0,0,0,1,0,0
464468,3,0,1,G,0,0,0,0,0,0,0,1,0,0
90516,3,0,1,G,0,0,0,0,0,0,0,1,0,0
591561,3,0,1,G,0,0,0,0,0,0,0,1,0,0
896951,3,0,1,G,0,0,0,0,0,0,0,1,0,0
39110,3,0,1,G,0,0,0,0,0,0,0,1,0,0
94315,3,0,1,G,0,0,0,0,0,0,0,1,0,0
851192,3,0,1,G,0,0,0,0,0,0,0,1,0,0
429818,3,0,1,G,0,0,0,0,0,0,0,1,0,0
71014,3,0,1,G,0,0,0,0,0,0,0,1,0,0
199822,3,0,1,G,0,0,0,0,0,0,0,1,0,0
691448,3,0,1,G,0,0,0,0,0,0,0,1,0,0
852390,3,0,1,G,0,0,0,0,0,0,0,1,0,0
194066,3,0,1,G,0,0,0,0,0,0,0,1,0,0
516275,3,0,1,G,0,0,0,0,0,0,0,1,0,0
717810,3,0,1,G,0,0,0,0,0,0,0,1,0,0
634388,3,1,0,B,0,0,0,0,0,0,0,1,0,0
874951,3,0,1,G,1,1020500,1020500,1020500,1020500,1,1,1,1,1
83486,3,0,1,G,0,0,0,0,0,0,0,1,0,0
378616,3,0,1,G,4,45000000,10000000,116000000,29000000,3,3,3,1,2
484871,3,0,1,G,1,4000000,4000000,4000000,4000000,1,1,1,1,1
287851,3,0,1,G,0,0,0,0,0,0,0,1,0,0
496993,3,0,1,G,0,0,0,0,0,0,0,1,0,0
683949,3,0,1,G,0,0,0,0,0,0,0,1,0,0
469009,3,1,0,B,0,0,0,0,0,0,0,1,0,0
463764,3,0,1,G,0,0,0,0,0,0,0,1,0,0
813387,3,0,1,G,0,0,0,0,0,0,0,1,0,0
113323,3,0,1,G,0,0,0,0,0,0,0,1,0,0
685012,3,0,1,G,0,0,0,0,0,0,0,1,0,0
382059,3,0,1,G,0,0,0,0,0,0,0,1,0,0
638538,3,0,1,G,0,0,0,0,0,0,0,1,0,0
614556,3,0,1,G,0,0,0,0,0,0,0,1,0,0
880443,3,0,1,G,0,0,0,0,0,0,0,1,0,0
769879,3,0,1,G,0,0,0,0,0,0,0,1,0,0
267228,3,0,1,G,0,0,0,0,0,0,0,1,0,0
891409,3,1,0,B,1,30000000,30000000,30000000,30000000,1,1,1,1,1
226693,3,0,1,G,0,0,0,0,0,0,0,1,0,0
165308,3,0,1,G,0,0,0,0,0,0,0,1,0,0
480146,3,0,1,G,4,40000000,3200000,64600000,16150000,4,4,4,1,1
840974,3,0,1,G,7,100000000,99000,169477450,22489620.83,5,3,6,1,1
456,3,1,0,B,0,0,0,0,0,0,0,1,0,0
136073,3,0,1,G,13,101500000,500000,542380000,44391111.11,6,5,9,1,1
556535,3,1,0,B,0,0,0,0,0,0,0,1,0,0
646408,3,0,1,G,0,0,0,0,0,0,0,1,0,0
576497,3,0,1,G,0,0,0,0,0,0,0,1,0,0
526681,3,1,0,B,1,15000,15000,15000,15000,1,1,1,1,1
722611,3,0,1,G,0,0,0,0,0,0,0,1,0,0
869187,3,0,1,G,0,0,0,0,0,0,0,1,0,0
164798,3,0,1,G,0,0,0,0,0,0,0,1,0,0
28610,3,0,1,G,0,0,0,0,0,0,0,1,0,0
243764,3,0,1,G,0,0,0,0,0,0,0,1,0,0
56214,3,0,1,G,0,0,0,0,0,0,0,1,0,0
380274,3,0,1,G,0,0,0,0,0,0,0,1,0,0
477441,3,0,1,G,0,0,0,0,0,0,0,1,0,0
244223,3,0,1,G,0,0,0,0,0,0,0,1,0,0
987430,3,0,1,G,0,0,0,0,0,0,0,1,0,0
104466,3,0,1,G,4,50000000,472624,104372624,26093156,4,4,4,2,2
487140,3,0,1,G,5,13700000,100,13860100,2772020,4,4,5,2,2
614112,3,0,1,G,8,229697000,17000000,559773000,74753285.71,5,3,7,2,2
170349,3,0,1,G,1,200000000,200000000,200000000,200000000,1,1,1,1,1
647320,3,0,1,G,0,0,0,0,0,0,0,1,0,0
461476,3,1,0,B,3,100000,100000,300000,100000,1,1,2,1,2
302403,3,0,1,G,0,0,0,0,0,0,0,1,0,0
9322,3,0,1,G,0,0,0,0,0,0,0,1,0,0
16343,3,0,1,G,0,0,0,0,0,0,0,1,0,0
406220,3,0,1,G,0,0,0,0,0,0,0,1,0,0
598463,3,0,1,G,0,0,0,0,0,0,0,1,0,0
367318,3,0,1,G,2,200000000,100000000,300000000,150000000,2,2,2,1,1
130546,3,0,1,G,3,98000000,4900000,200900000,66966666.67,3,3,3,1,1
637254,3,0,1,G,3,50000000,5000000,105000000,35000000,3,3,3,1,1
172423,3,0,1,G,0,0,0,0,0,0,0,1,0,0
307020,3,0,1,G,3,30000000,1000000,37000000,12333333.33,3,3,3,1,1
528388,3,0,1,G,4,7250000,1000,17501000,3417000,2,2,3,1,2
886004,3,0,1,G,0,0,0,0,0,0,0,1,0,0
106965,3,0,1,G,0,0,0,0,0,0,0,1,0,0
893893,3,0,1,G,0,0,0,0,0,0,0,1,0,0
698350,3,0,1,G,0,0,0,0,0,0,0,1,0,0
756642,3,0,1,G,0,0,0,0,0,0,0,1,0,0
497437,3,0,1,G,0,0,0,0,0,0,0,1,0,0
879201,3,0,1,G,0,0,0,0,0,0,0,1,0,0
17977,3,0,1,G,0,0,0,0,0,0,0,1,0,0
599066,3,0,1,G,0,0,0,0,0,0,0,1,0,0
66346,3,0,1,G,0,0,0,0,0,0,0,1,0,0
381864,3,0,1,G,0,0,0,0,0,0,0,1,0,0
466067,3,1,0,B,0,0,0,0,0,0,0,1,0,0
902716,3,0,1,G,0,0,0,0,0,0,0,1,0,0
741657,3,0,1,G,0,0,0,0,0,0,0,1,0,0
951954,3,0,1,G,0,0,0,0,0,0,0,1,0,0
38158,3,0,1,G,0,0,0,0,0,0,0,1,0,0
541998,3,0,1,G,0,0,0,0,0,0,0,1,0,0
917389,3,0,1,G,0,0,0,0,0,0,0,1,0,0
669522,3,0,1,G,0,0,0,0,0,0,0,1,0,0
437417,3,0,1,G,0,0,0,0,0,0,0,1,0,0
550109,3,0,1,G,0,0,0,0,0,0,0,1,0,0
553092,3,1,0,B,1,88000000,88000000,88000000,88000000,1,1,1,1,1
715029,3,0,1,G,1,7156000,7156000,7156000,7156000,1,1,1,1,1
337090,3,0,1,G,5,6777500,50000,17715500,3543100,5,3,5,3,4
277733,3,0,1,G,0,0,0,0,0,0,0,1,0,0
148619,3,0,1,G,2,3500000,1500000,5000000,2500000,2,2,2,1,2
132809,3,0,1,G,1,10000,10000,10000,10000,1,1,1,1,1
16940,3,0,1,G,3,100000,50000,200000,66666.66667,3,3,3,1,1
26094,3,0,1,G,3,2600000,350000,3626000,1208666.667,3,2,3,1,1
767448,3,0,1,G,0,0,0,0,0,0,0,1,0,0
604566,3,0,1,G,0,0,0,0,0,0,0,1,0,0
295764,3,0,1,G,0,0,0,0,0,0,0,1,0,0
360220,3,0,1,G,0,0,0,0,0,0,0,1,0,0
763793,3,0,1,G,0,0,0,0,0,0,0,1,0,0
866145,3,0,1,G,0,0,0,0,0,0,0,1,0,0
189792,3,0,1,G,0,0,0,0,0,0,0,1,0,0
899716,3,0,1,G,0,0,0,0,0,0,0,1,0,0
780098,3,0,1,G,0,0,0,0,0,0,0,1,0,0
778381,3,0,1,G,0,0,0,0,0,0,0,1,0,0
973089,3,0,1,G,0,0,0,0,0,0,0,1,0,0
727187,3,0,1,G,0,0,0,0,0,0,0,1,0,0
547414,3,0,1,G,0,0,0,0,0,0,0,1,0,0
668428,3,0,1,G,0,0,0,0,0,0,0,1,0,0
454744,3,0,1,G,0,0,0,0,0,0,0,1,0,0
434901,3,0,1,G,0,0,0,0,0,0,0,1,0,0
864494,3,0,1,G,0,0,0,0,0,0,0,1,0,0
886964,3,0,1,G,0,0,0,0,0,0,0,1,0,0
72007,3,0,1,G,0,0,0,0,0,0,0,1,0,0
801528,3,0,1,G,0,0,0,0,0,0,0,1,0,0
59664,3,1,0,B,0,0,0,0,0,0,0,1,0,0
428849,3,0,1,G,3,5600000,100000,7700000,2566666.667,2,2,3,2,3
533506,3,0,1,G,5,7000000,50000,9950000,2250000,4,3,4,2,3
872598,3,0,1,G,0,0,0,0,0,0,0,1,0,0
999262,3,0,1,G,2,42100000,42100000,84200000,42100000,1,1,1,1,1
815139,3,0,1,G,1,1300000,1300000,1300000,1300000,1,1,1,1,1
779314,3,0,1,G,0,0,0,0,0,0,0,1,0,0
948435,3,0,1,G,0,0,0,0,0,0,0,1,0,0
862523,3,0,1,G,0,0,0,0,0,0,0,1,0,0
81436,3,0,1,G,0,0,0,0,0,0,0,1,0,0
268349,3,0,1,G,0,0,0,0,0,0,0,1,0,0
357798,3,0,1,G,0,0,0,0,0,0,0,1,0,0
884874,3,0,1,G,0,0,0,0,0,0,0,1,0,0
471865,3,0,1,G,0,0,0,0,0,0,0,1,0,0
140170,3,0,1,G,0,0,0,0,0,0,0,1,0,0
183952,3,0,1,G,18,2490000,20000,15332896,851827.5556,11,6,16,3,4
437521,3,0,1,G,4,250000000,9900000,399900000,99975000,4,4,4,1,1
734428,3,0,1,G,2,15000000,5100000,20100000,10050000,2,2,2,1,1
928118,3,0,1,G,0,0,0,0,0,0,0,1,0,0
324754,3,0,1,G,0,0,0,0,0,0,0,1,0,0
358035,3,0,1,G,0,0,0,0,0,0,0,1,0,0
56288,3,0,1,G,0,0,0,0,0,0,0,1,0,0
19752,3,0,1,G,0,0,0,0,0,0,0,1,0,0
4288,3,0,1,G,0,0,0,0,0,0,0,1,0,0
635180,3,0,1,G,0,0,0,0,0,0,0,1,0,0
657153,3,0,1,G,2,1100000,50000,1150000,575000,2,2,2,2,2
685173,3,1,0,B,0,0,0,0,0,0,0,1,0,0
492522,3,1,0,B,0,0,0,0,0,0,0,1,0,0
920508,3,1,0,B,0,0,0,0,0,0,0,1,0,0
922643,3,0,1,G,0,0,0,0,0,0,0,1,0,0
870414,3,0,1,G,6,3775000,10000,8282000,1380333.333,5,4,6,2,2
964534,3,0,1,G,0,0,0,0,0,0,0,1,0,0
765350,3,0,1,G,3,150000,10000,190000,63333.33333,2,2,3,2,3
964954,3,0,1,G,3,2000000,510000,3510000,1170000,3,2,3,1,1
718428,3,0,1,G,3,2100000,1800000,5900000,1966666.667,2,2,3,1,2
7671,3,0,1,G,0,0,0,0,0,0,0,1,0,0
962803,3,0,1,G,0,0,0,0,0,0,0,1,0,0
897157,3,0,1,G,0,0,0,0,0,0,0,1,0,0
758763,3,0,1,G,0,0,0,0,0,0,0,1,0,0
707394,3,0,1,G,0,0,0,0,0,0,0,1,0,0
226147,3,0,1,G,0,0,0,0,0,0,0,1,0,0
280006,3,0,1,G,0,0,0,0,0,0,0,1,0,0
819951,3,0,1,G,0,0,0,0,0,0,0,1,0,0
864756,3,0,1,G,0,0,0,0,0,0,0,1,0,0
486408,3,0,1,G,0,0,0,0,0,0,0,1,0,0
148778,3,0,1,G,0,0,0,0,0,0,0,1,0,0
347917,3,0,1,G,0,0,0,0,0,0,0,1,0,0
816565,3,0,1,G,0,0,0,0,0,0,0,1,0,0
463690,3,0,1,G,0,0,0,0,0,0,0,1,0,0
60208,3,0,1,G,0,0,0,0,0,0,0,1,0,0
229887,3,0,1,G,0,0,0,0,0,0,0,1,0,0
857568,3,0,1,G,0,0,0,0,0,0,0,1,0,0
722330,3,0,1,G,0,0,0,0,0,0,0,1,0,0
616052,3,0,1,G,0,0,0,0,0,0,0,1,0,0
578220,3,0,1,G,0,0,0,0,0,0,0,1,0,0
362734,3,0,1,G,0,0,0,0,0,0,0,1,0,0
732082,3,0,1,G,0,0,0,0,0,0,0,1,0,0
824474,3,0,1,G,0,0,0,0,0,0,0,1,0,0
649569,3,0,1,G,0,0,0,0,0,0,0,1,0,0
818127,3,0,1,G,0,0,0,0,0,0,0,1,0,0
722716,3,0,1,G,0,0,0,0,0,0,0,1,0,0
732434,3,1,0,B,3,4500000,50000,7550000,2516666.667,3,3,3,2,2
508621,3,0,1,G,3,300000,190000,790000,263333.3333,3,3,3,1,2
629201,3,0,1,G,14,4000000,50000,14140000,1010000,12,7,14,2,3
513596,3,0,1,G,3,200000,50000,300000,100000,3,3,3,1,1
38817,3,0,1,G,0,0,0,0,0,0,0,1,0,0
983212,3,0,1,G,4,20000000,541420,24691420,6172855,4,2,4,2,3
721931,3,0,1,G,4,20000000,1106000,34856000,9327000,2,2,3,1,2
719317,3,0,1,G,0,0,0,0,0,0,0,1,0,0
348150,3,0,1,G,0,0,0,0,0,0,0,1,0,0
567027,3,0,1,G,0,0,0,0,0,0,0,1,0,0
344818,3,0,1,G,16,3000000,10000,7495555,497703.6667,9,5,15,3,4
808602,3,0,1,G,2,580000,300000,880000,440000,1,1,2,1,1
370603,3,0,1,G,18,40200000,10000,87175000,4530000,9,7,14,2,3
827280,3,0,1,G,1,3500000,3500000,3500000,3500000,1,1,1,1,1
249853,3,0,1,G,5,75000,10000,200000,35000,3,3,3,1,2
801870,3,0,1,G,0,0,0,0,0,0,0,1,0,0
204818,3,0,1,G,0,0,0,0,0,0,0,1,0,0
563844,3,0,1,G,2,1195000,1195000,2390000,1195000,1,1,1,1,1
789280,3,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
167134,3,0,1,G,3,1023333.333,1023333.333,3070000,1023333.333,1,1,1,1,1
219818,3,0,1,G,2,6600000,50000,6650000,3325000,1,1,1,2,2
539705,3,0,1,G,2,3000000,1000000,4000000,2000000,2,2,2,1,2
