CUSTOMER_NUMBER,TIME_ID,BAD,GOOD,GB,ACTIVITY_M_NO,ACTIVITY_M_DATE,ACTIVITY_M_WDAY,ACTIVITY_M_HOUR,ACTIVITY_M_NAME,ACTIVITY_NO,ACTIVITY_DATE,ACTIVITY_WDAY,ACTIVITY_HOUR,ACTIVITY_NAME
325742,3,0,1,G,178,8,4,11,5,213,8,4,11,10
162128,3,0,1,G,0,0,0,1,0,0,0,0,1,0
35529,3,0,1,G,0,0,0,1,0,0,0,0,1,0
332642,3,0,1,G,0,0,0,1,0,0,0,0,1,0
143273,3,0,1,G,0,0,0,1,0,0,0,0,1,0
476916,3,0,1,G,0,0,0,1,0,0,0,0,1,0
679589,3,0,1,G,0,0,0,1,0,0,0,0,1,0
882763,3,0,1,G,54,8,5,11,5,94,8,5,12,8
624970,3,0,1,G,70,8,7,18,4,130,8,7,24,8
602159,3,0,1,G,100,8,6,13,4,141,8,6,14,9
974253,3,0,1,G,7,1,1,1,3,10,1,1,1,6
554802,3,0,1,G,186,7,5,21,5,242,7,5,23,9
536125,3,0,1,G,0,0,0,1,0,0,0,0,1,0
66756,3,0,1,G,0,0,0,1,0,0,0,0,1,0
666803,3,0,1,G,0,0,0,1,0,0,0,0,1,0
42075,3,0,1,G,0,0,0,1,0,0,0,0,1,0
424266,3,0,1,G,0,0,0,1,0,0,0,0,1,0
539473,3,0,1,G,0,0,0,1,0,0,0,0,1,0
309333,3,0,1,G,0,0,0,1,0,0,0,0,1,0
323529,3,0,1,G,0,0,0,1,0,0,0,0,1,0
939211,3,0,1,G,0,0,0,1,0,0,0,0,1,0
600223,3,0,1,G,0,0,0,1,0,0,0,0,1,0
1033,3,0,1,G,0,0,0,1,0,0,0,0,1,0
116683,3,0,1,G,0,0,0,1,0,0,0,0,1,0
413990,3,0,1,G,0,0,0,1,0,0,0,0,1,0
300084,3,0,1,G,0,0,0,1,0,0,0,0,1,0
886352,3,0,1,G,0,0,0,1,0,0,0,0,1,0
875436,3,0,1,G,0,0,0,1,0,0,0,0,1,0
674761,3,0,1,G,0,0,0,1,0,0,0,0,1,0
467198,3,0,1,G,0,0,0,1,0,0,0,0,1,0
266165,3,0,1,G,0,0,0,1,0,0,0,0,1,0
137219,3,0,1,G,78,6,5,8,3,100,6,5,8,7
559859,3,0,1,G,25,4,4,6,5,52,6,4,9,8
393339,3,1,0,B,12,3,3,3,4,21,3,3,4,7
438964,3,0,1,G,266,11,7,28,10,371,11,7,31,14
456453,3,0,1,G,31,4,3,6,4,51,4,3,7,8
776620,3,0,1,G,102,6,6,10,4,146,7,6,14,8
720871,3,0,1,G,0,0,0,1,0,0,0,0,1,0
610185,3,0,1,G,0,0,0,1,0,0,0,0,1,0
598421,3,0,1,G,0,0,0,1,0,0,0,0,1,0
234353,3,0,1,G,0,0,0,1,0,0,0,0,1,0
27555,3,0,1,G,0,0,0,1,0,0,0,0,1,0
409688,3,0,1,G,0,0,0,1,0,0,0,0,1,0
330127,3,0,1,G,0,0,0,1,0,0,0,0,1,0
817135,3,0,1,G,0,0,0,1,0,0,0,0,1,0
189306,3,0,1,G,0,0,0,1,0,0,0,0,1,0
140068,3,0,1,G,0,0,0,1,0,0,0,0,1,0
93132,3,0,1,G,0,0,0,1,0,0,0,0,1,0
672100,3,0,1,G,0,0,0,1,0,0,0,0,1,0
162978,3,0,1,G,0,0,0,1,0,0,0,0,1,0
612346,3,0,1,G,133,17,7,28,7,227,17,7,31,10
467692,3,0,1,G,53,4,4,6,5,74,4,4,8,8
944347,3,0,1,G,50,1,1,1,5,53,1,1,1,7
906728,3,0,1,G,101,7,5,13,5,145,7,5,13,9
481862,3,0,1,G,18,7,5,11,2,35,7,5,11,4
466772,3,0,1,G,0,0,0,1,0,0,0,0,1,0
920543,3,0,1,G,0,0,0,1,0,0,0,0,1,0
292440,3,0,1,G,0,0,0,1,0,0,0,0,1,0
839436,3,0,1,G,0,0,0,1,0,0,0,0,1,0
234692,3,0,1,G,0,0,0,1,0,0,0,0,1,0
382434,3,0,1,G,0,0,0,1,0,0,0,0,1,0
964679,3,0,1,G,0,0,0,1,0,0,0,0,1,0
327592,3,0,1,G,0,0,0,1,0,0,0,0,1,0
334632,3,0,1,G,0,0,0,1,0,0,0,0,1,0
221977,3,0,1,G,0,0,0,1,0,0,0,0,1,0
574634,3,0,1,G,0,0,0,1,0,0,0,0,1,0
24019,3,0,1,G,91,7,5,17,6,154,7,5,20,11
262552,3,0,1,G,15,3,2,5,3,30,4,3,6,6
36975,3,0,1,G,35,6,5,14,5,81,6,5,16,9
904170,3,0,1,G,60,7,4,9,5,97,7,4,11,10
574124,3,0,1,G,0,0,0,1,0,7,2,2,2,3
832224,3,0,1,G,0,0,0,1,0,0,0,0,1,0
300152,3,0,1,G,40,2,2,3,4,66,2,2,3,9
317017,3,0,1,G,0,0,0,1,0,0,0,0,1,0
301529,3,0,1,G,0,0,0,1,0,0,0,0,1,0
807819,3,0,1,G,0,0,0,1,0,0,0,0,1,0
331079,3,0,1,G,0,0,0,1,0,0,0,0,1,0
978111,3,0,1,G,14,1,1,1,4,16,1,1,1,6
341434,3,0,1,G,0,0,0,1,0,0,0,0,1,0
857030,3,0,1,G,38,3,2,6,4,80,6,5,12,8
130028,3,0,1,G,198,9,7,32,4,307,9,7,39,9
683059,3,1,0,B,1,1,1,1,1,6,1,1,1,4
865233,3,1,0,B,0,0,0,1,0,3,1,1,1,3
500480,3,0,1,G,0,0,0,1,0,0,0,0,1,0
961238,3,1,0,B,0,0,0,1,0,0,0,0,1,0
85261,3,0,1,G,8,1,1,2,5,16,1,1,2,9
890594,3,0,1,G,0,0,0,1,0,0,0,0,1,0
340038,3,0,1,G,0,0,0,1,0,0,0,0,1,0
834681,3,0,1,G,0,0,0,1,0,0,0,0,1,0
816942,3,0,1,G,0,0,0,1,0,0,0,0,1,0
331400,3,0,1,G,79,8,5,16,6,128,8,5,21,9
592535,3,0,1,G,0,0,0,1,0,5,2,1,2,2
504227,3,0,1,G,156,5,3,10,4,204,5,3,12,9
815842,3,0,1,G,289,13,7,30,7,411,14,7,47,12
731010,3,0,1,G,3,1,1,2,3,9,1,1,2,6
122924,3,1,0,B,79,9,6,13,6,125,10,6,15,10
293637,3,0,1,G,26,3,3,5,7,44,3,3,5,10
737466,3,1,0,B,11,1,1,1,5,22,1,1,1,9
529767,3,0,1,G,12,1,1,1,5,23,1,1,1,9
150840,3,0,1,G,89,6,6,9,6,117,6,6,9,9
912447,3,0,1,G,0,0,0,1,0,0,0,0,1,0
608228,3,0,1,G,0,0,0,1,0,0,0,0,1,0
808971,3,0,1,G,0,0,0,1,0,0,0,0,1,0
165815,3,0,1,G,0,0,0,1,0,0,0,0,1,0
970660,3,0,1,G,0,0,0,1,0,0,0,0,1,0
517980,3,0,1,G,0,0,0,1,0,0,0,0,1,0
224897,3,0,1,G,0,0,0,1,0,0,0,0,1,0
6790,3,0,1,G,0,0,0,1,0,0,0,0,1,0
585173,3,0,1,G,0,0,0,1,0,0,0,0,1,0
893546,3,0,1,G,0,0,0,1,0,0,0,0,1,0
179795,3,0,1,G,0,0,0,1,0,0,0,0,1,0
194043,3,0,1,G,0,0,0,1,0,0,0,0,1,0
580361,3,0,1,G,0,0,0,1,0,0,0,0,1,0
887561,3,0,1,G,0,0,0,1,0,0,0,0,1,0
935065,3,0,1,G,82,2,2,7,5,103,2,2,7,9
232145,3,0,1,G,0,0,0,1,0,0,0,0,1,0
881704,3,0,1,G,0,0,0,1,0,0,0,0,1,0
582017,3,0,1,G,0,0,0,1,0,0,0,0,1,0
173186,3,0,1,G,0,0,0,1,0,0,0,0,1,0
677817,3,0,1,G,0,0,0,1,0,0,0,0,1,0
693087,3,0,1,G,0,0,0,1,0,0,0,0,1,0
327947,3,0,1,G,0,0,0,1,0,0,0,0,1,0
91181,3,0,1,G,0,0,0,1,0,0,0,0,1,0
331043,3,0,1,G,14,1,1,1,3,20,1,1,1,6
926781,3,0,1,G,58,5,4,10,6,94,5,4,11,9
797075,3,0,1,G,101,7,5,16,6,160,7,5,17,11
381353,3,0,1,G,244,17,7,26,8,328,17,7,31,12
59557,3,0,1,G,180,11,6,26,6,261,11,6,28,10
664386,3,0,1,G,308,14,6,33,8,410,14,6,41,12
193602,3,0,1,G,5,3,3,4,1,17,3,3,4,4
891446,3,0,1,G,19,2,2,2,3,25,2,2,3,6
987699,3,0,1,G,75,4,4,8,6,111,4,4,9,9
443648,3,0,1,G,795,17,7,42,9,926,17,7,52,15
686795,3,0,1,G,41,9,7,13,5,83,9,7,16,9
111948,3,0,1,G,2,1,1,2,1,2,1,1,2,1
857506,3,0,1,G,132,6,4,10,4,168,6,4,11,10
143615,3,0,1,G,166,13,7,33,6,293,13,7,41,10
746949,3,0,1,G,17,2,2,2,3,22,2,2,2,7
627352,3,0,1,G,19,3,2,4,3,37,3,2,4,6
607366,3,0,1,G,80,3,3,5,5,100,3,3,6,9
73193,3,0,1,G,134,5,4,11,5,169,5,4,15,9
202647,3,0,1,G,49,4,3,7,4,75,5,4,11,7
408915,3,0,1,G,5,1,1,2,2,11,1,1,2,5
658218,3,0,1,G,145,4,4,7,7,180,4,4,10,12
105978,3,0,1,G,33,1,1,4,6,49,1,1,4,9
419863,3,0,1,G,0,0,0,1,0,0,0,0,1,0
379299,3,0,1,G,0,0,0,1,0,0,0,0,1,0
841929,3,0,1,G,0,0,0,1,0,0,0,0,1,0
18067,3,0,1,G,0,0,0,1,0,0,0,0,1,0
72411,3,0,1,G,0,0,0,1,0,0,0,0,1,0
438155,3,0,1,G,0,0,0,1,0,0,0,0,1,0
657587,3,0,1,G,0,0,0,1,0,0,0,0,1,0
379048,3,0,1,G,0,0,0,1,0,0,0,0,1,0
321776,3,0,1,G,0,0,0,1,0,0,0,0,1,0
517727,3,0,1,G,0,0,0,1,0,0,0,0,1,0
159563,3,0,1,G,0,0,0,1,0,0,0,0,1,0
970506,3,0,1,G,0,0,0,1,0,0,0,0,1,0
904902,3,0,1,G,0,0,0,1,0,0,0,0,1,0
150206,3,0,1,G,0,0,0,1,0,0,0,0,1,0
924573,3,0,1,G,0,0,0,1,0,0,0,0,1,0
551722,3,0,1,G,0,0,0,1,0,0,0,0,1,0
827471,3,0,1,G,0,0,0,1,0,0,0,0,1,0
362739,3,0,1,G,0,0,0,1,0,0,0,0,1,0
281501,3,0,1,G,0,0,0,1,0,0,0,0,1,0
426692,3,1,0,B,0,0,0,1,0,0,0,0,1,0
606413,3,0,1,G,0,0,0,1,0,0,0,0,1,0
360865,3,0,1,G,0,0,0,1,0,0,0,0,1,0
502037,3,0,1,G,0,0,0,1,0,0,0,0,1,0
397133,3,0,1,G,0,0,0,1,0,0,0,0,1,0
342639,3,0,1,G,0,0,0,1,0,0,0,0,1,0
460112,3,0,1,G,0,0,0,1,0,0,0,0,1,0
263213,3,0,1,G,0,0,0,1,0,0,0,0,1,0
808438,3,0,1,G,0,0,0,1,0,0,0,0,1,0
948854,3,0,1,G,0,0,0,1,0,0,0,0,1,0
114422,3,0,1,G,0,0,0,1,0,0,0,0,1,0
669581,3,0,1,G,0,0,0,1,0,0,0,0,1,0
769346,3,0,1,G,0,0,0,1,0,0,0,0,1,0
841336,3,0,1,G,0,0,0,1,0,0,0,0,1,0
322634,3,0,1,G,0,0,0,1,0,0,0,0,1,0
200898,3,0,1,G,0,0,0,1,0,0,0,0,1,0
712338,3,0,1,G,0,0,0,1,0,0,0,0,1,0
891671,3,0,1,G,0,0,0,1,0,0,0,0,1,0
376634,3,0,1,G,0,0,0,1,0,0,0,0,1,0
615897,3,1,0,B,0,0,0,1,0,0,0,0,1,0
75742,3,0,1,G,0,0,0,1,0,0,0,0,1,0
448602,3,0,1,G,0,0,0,1,0,0,0,0,1,0
728118,3,1,0,B,36,5,4,10,4,56,5,4,10,7
762138,3,0,1,G,0,0,0,1,0,0,0,0,1,0
600219,3,0,1,G,0,0,0,1,0,0,0,0,1,0
56920,3,0,1,G,128,10,7,14,5,171,10,7,17,11
980087,3,0,1,G,68,4,4,6,4,90,4,4,6,8
602642,3,0,1,G,0,0,0,1,0,0,0,0,1,0
477560,3,0,1,G,0,0,0,1,0,0,0,0,1,0
654759,3,0,1,G,64,7,5,8,4,90,7,5,9,8
610068,3,0,1,G,521,17,7,48,6,704,17,7,58,10
848762,3,1,0,B,49,5,4,7,4,106,5,4,8,7
774824,3,0,1,G,20,2,1,2,6,29,2,1,2,10
142276,3,0,1,G,14,2,1,3,3,22,2,1,4,7
762782,3,0,1,G,61,3,3,11,5,103,3,3,13,8
403233,3,1,0,B,99,2,2,4,5,126,2,2,6,9
663150,3,0,1,G,81,2,2,3,4,91,2,2,3,7
685947,3,0,1,G,23,2,2,3,5,35,2,2,5,8
821413,3,0,1,G,37,2,2,4,5,57,2,2,4,8
65898,3,0,1,G,8,1,1,1,3,16,1,1,1,7
923265,3,1,0,B,14,1,1,1,4,20,1,1,1,7
679071,3,0,1,G,0,0,0,1,0,0,0,0,1,0
401810,3,0,1,G,0,0,0,1,0,0,0,0,1,0
880319,3,0,1,G,0,0,0,1,0,0,0,0,1,0
705962,3,0,1,G,0,0,0,1,0,0,0,0,1,0
606303,3,0,1,G,0,0,0,1,0,0,0,0,1,0
267680,3,0,1,G,0,0,0,1,0,0,0,0,1,0
866849,3,0,1,G,0,0,0,1,0,0,0,0,1,0
893473,3,1,0,B,0,0,0,1,0,0,0,0,1,0
327035,3,0,1,G,0,0,0,1,0,0,0,0,1,0
289426,3,0,1,G,0,0,0,1,0,0,0,0,1,0
648729,3,0,1,G,0,0,0,1,0,0,0,0,1,0
340792,3,0,1,G,0,0,0,1,0,0,0,0,1,0
815148,3,0,1,G,0,0,0,1,0,0,0,0,1,0
195549,3,0,1,G,52,4,4,9,6,86,4,4,11,10
203158,3,0,1,G,68,8,6,16,7,125,9,6,20,10
545303,3,0,1,G,101,7,5,10,4,138,7,5,14,7
893299,3,0,1,G,51,8,6,9,4,74,8,6,10,7
523850,3,0,1,G,7,1,1,2,5,13,1,1,3,9
537293,3,0,1,G,50,2,2,3,4,58,2,2,4,8
724566,3,0,1,G,12,3,2,4,4,25,3,2,4,7
148160,3,0,1,G,9,2,2,2,4,18,2,2,2,8
837735,3,0,1,G,11,2,2,3,5,25,2,2,3,9
782799,3,0,1,G,73,6,4,13,9,129,6,4,14,13
532105,3,0,1,G,20,2,1,2,3,33,2,1,4,7
350535,3,0,1,G,30,5,5,7,5,61,5,5,7,9
825393,3,0,1,G,100,5,5,8,7,143,5,5,13,11
463716,3,0,1,G,86,5,5,15,5,155,5,5,16,9
776635,3,0,1,G,15,1,1,1,4,21,1,1,1,7
882376,3,0,1,G,32,4,4,9,4,56,4,4,9,8
819438,3,0,1,G,1,1,1,1,1,1,1,1,1,1
473614,3,0,1,G,0,0,0,1,0,0,0,0,1,0
844829,3,0,1,G,0,0,0,1,0,0,0,0,1,0
791588,3,0,1,G,46,5,5,7,7,79,5,5,7,10
841205,3,0,1,G,78,9,7,15,7,129,9,7,16,10
701447,3,0,1,G,34,2,2,3,3,46,2,2,3,6
639890,3,0,1,G,45,3,3,5,6,61,4,4,8,10
104158,3,0,1,G,143,9,6,11,7,181,9,6,12,11
823990,3,0,1,G,25,1,1,2,4,31,1,1,2,8
188722,3,0,1,G,0,0,0,1,0,0,0,0,1,0
559085,3,0,1,G,0,0,0,1,0,0,0,0,1,0
273579,3,0,1,G,0,0,0,1,0,0,0,0,1,0
439347,3,0,1,G,0,0,0,1,0,0,0,0,1,0
594615,3,0,1,G,0,0,0,1,0,0,0,0,1,0
88935,3,0,1,G,50,7,6,10,4,89,7,6,13,9
6489,3,0,1,G,25,2,2,3,5,40,2,2,4,8
519298,3,0,1,G,152,5,4,6,3,196,5,4,7,8
695937,3,0,1,G,153,9,6,15,5,221,9,6,15,9
346676,3,0,1,G,20,5,4,5,6,35,5,4,6,9
280683,3,0,1,G,0,0,0,1,0,0,0,0,1,0
933097,3,0,1,G,0,0,0,1,0,0,0,0,1,0
813158,3,0,1,G,0,0,0,1,0,0,0,0,1,0
637566,3,0,1,G,0,0,0,1,0,0,0,0,1,0
834178,3,0,1,G,0,0,0,1,0,0,0,0,1,0
518872,3,0,1,G,0,0,0,1,0,0,0,0,1,0
738165,3,0,1,G,0,0,0,1,0,0,0,0,1,0
664353,3,0,1,G,0,0,0,1,0,0,0,0,1,0
26979,3,0,1,G,0,0,0,1,0,0,0,0,1,0
727749,3,0,1,G,0,0,0,1,0,0,0,0,1,0
981876,3,0,1,G,0,0,0,1,0,0,0,0,1,0
319406,3,0,1,G,0,0,0,1,0,0,0,0,1,0
120831,3,0,1,G,0,0,0,1,0,0,0,0,1,0
511511,3,0,1,G,0,0,0,1,0,0,0,0,1,0
91351,3,0,1,G,0,0,0,1,0,0,0,0,1,0
210153,3,0,1,G,0,0,0,1,0,0,0,0,1,0
801789,3,0,1,G,0,0,0,1,0,0,0,0,1,0
29650,3,0,1,G,94,9,6,21,6,175,10,6,25,10
432847,3,0,1,G,74,5,4,8,5,107,5,4,9,10
158435,3,0,1,G,49,1,1,3,5,60,1,1,4,9
956305,3,0,1,G,90,6,5,10,5,126,6,5,11,9
974879,3,0,1,G,3,1,1,1,1,7,1,1,1,3
480971,3,0,1,G,22,4,2,6,6,37,4,2,6,9
599917,3,0,1,G,0,0,0,1,0,0,0,0,1,0
317381,3,0,1,G,0,0,0,1,0,0,0,0,1,0
880591,3,1,0,B,0,0,0,1,0,0,0,0,1,0
69375,3,0,1,G,0,0,0,1,0,0,0,0,1,0
325099,3,0,1,G,0,0,0,1,0,0,0,0,1,0
41670,3,0,1,G,0,0,0,1,0,0,0,0,1,0
386030,3,1,0,B,0,0,0,1,0,0,0,0,1,0
381730,3,0,1,G,0,0,0,1,0,0,0,0,1,0
221574,3,0,1,G,0,0,0,1,0,0,0,0,1,0
224596,3,0,1,G,0,0,0,1,0,0,0,0,1,0
655912,3,1,0,B,0,0,0,1,0,0,0,0,1,0
130905,3,0,1,G,34,6,4,6,5,57,7,4,8,9
657581,3,0,1,G,56,4,3,5,5,74,4,3,6,8
559372,3,0,1,G,15,1,1,2,4,21,1,1,2,7
576880,3,0,1,G,0,0,0,1,0,0,0,0,1,0
342188,3,0,1,G,0,0,0,1,0,0,0,0,1,0
929030,3,0,1,G,0,0,0,1,0,0,0,0,1,0
22093,3,0,1,G,245,7,5,9,4,273,8,5,11,8
999406,3,0,1,G,5,1,1,2,1,16,1,1,2,4
915532,3,0,1,G,0,0,0,1,0,0,0,0,1,0
271797,3,0,1,G,0,0,0,1,0,0,0,0,1,0
509486,3,0,1,G,0,0,0,1,0,0,0,0,1,0
776116,3,0,1,G,0,0,0,1,0,0,0,0,1,0
859220,3,0,1,G,0,0,0,1,0,0,0,0,1,0
538932,3,0,1,G,0,0,0,1,0,0,0,0,1,0
7261,3,0,1,G,0,0,0,1,0,0,0,0,1,0
19113,3,0,1,G,0,0,0,1,0,0,0,0,1,0
861977,3,0,1,G,0,0,0,1,0,0,0,0,1,0
556444,3,0,1,G,0,0,0,1,0,0,0,0,1,0
102509,3,0,1,G,0,0,0,1,0,0,0,0,1,0
807700,3,0,1,G,0,0,0,1,0,0,0,0,1,0
464206,3,1,0,B,2,1,1,1,1,11,1,1,1,4
885215,3,0,1,G,0,0,0,1,0,0,0,0,1,0
76682,3,0,1,G,0,0,0,1,0,0,0,0,1,0
812165,3,0,1,G,0,0,0,1,0,0,0,0,1,0
90697,3,0,1,G,49,3,3,6,6,71,3,3,7,9
733130,3,1,0,B,109,8,6,14,5,166,8,6,15,9
140143,3,0,1,G,69,9,5,12,4,106,9,5,12,7
301688,3,1,0,B,19,3,3,6,4,40,4,4,8,7
869968,3,0,1,G,0,0,0,1,0,0,0,0,1,0
312025,3,0,1,G,0,0,0,1,0,0,0,0,1,0
199772,3,0,1,G,0,0,0,1,0,0,0,0,1,0
773190,3,0,1,G,0,0,0,1,0,0,0,0,1,0
174039,3,0,1,G,0,0,0,1,0,0,0,0,1,0
838170,3,0,1,G,0,0,0,1,0,0,0,0,1,0
296384,3,0,1,G,0,0,0,1,0,0,0,0,1,0
423406,3,0,1,G,0,0,0,1,0,0,0,0,1,0
103529,3,0,1,G,153,9,7,18,4,212,10,7,22,8
315213,3,0,1,G,0,0,0,1,0,0,0,0,1,0
182623,3,0,1,G,0,0,0,1,0,0,0,0,1,0
503887,3,1,0,B,0,0,0,1,0,0,0,0,1,0
699997,3,0,1,G,0,0,0,1,0,0,0,0,1,0
898131,3,1,0,B,0,0,0,1,0,0,0,0,1,0
657353,3,1,0,B,0,0,0,1,0,0,0,0,1,0
905339,3,0,1,G,0,0,0,1,0,0,0,0,1,0
111514,3,0,1,G,0,0,0,1,0,0,0,0,1,0
212700,3,0,1,G,0,0,0,1,0,0,0,0,1,0
200742,3,0,1,G,0,0,0,1,0,0,0,0,1,0
845994,3,0,1,G,51,7,4,8,6,87,7,4,12,9
825182,3,0,1,G,63,8,7,12,5,113,8,7,14,8
738981,3,0,1,G,56,7,5,7,4,80,7,5,8,8
966080,3,0,1,G,22,5,4,5,4,39,5,4,7,8
840400,3,0,1,G,93,7,5,9,4,128,7,5,10,9
461209,3,0,1,G,0,0,0,1,0,0,0,0,1,0
560408,3,0,1,G,0,0,0,1,0,0,0,0,1,0
273895,3,0,1,G,0,0,0,1,0,0,0,0,1,0
668685,3,0,1,G,0,0,0,1,0,0,0,0,1,0
893956,3,0,1,G,0,0,0,1,0,0,0,0,1,0
404021,3,0,1,G,0,0,0,1,0,0,0,0,1,0
639075,3,0,1,G,0,0,0,1,0,0,0,0,1,0
150860,3,0,1,G,0,0,0,1,0,0,0,0,1,0
978184,3,0,1,G,0,0,0,1,0,0,0,0,1,0
302001,3,0,1,G,0,0,0,1,0,0,0,0,1,0
805374,3,0,1,G,0,0,0,1,0,0,0,0,1,0
488021,3,0,1,G,0,0,0,1,0,0,0,0,1,0
461046,3,0,1,G,0,0,0,1,0,0,0,0,1,0
950898,3,0,1,G,0,0,0,1,0,0,0,0,1,0
166203,3,0,1,G,0,0,0,1,0,0,0,0,1,0
350568,3,0,1,G,0,0,0,1,0,0,0,0,1,0
951798,3,0,1,G,0,0,0,1,0,0,0,0,1,0
167284,3,0,1,G,0,0,0,1,0,0,0,0,1,0
593467,3,0,1,G,0,0,0,1,0,0,0,0,1,0
704144,3,0,1,G,0,0,0,1,0,0,0,0,1,0
114526,3,0,1,G,0,0,0,1,0,0,0,0,1,0
822155,3,0,1,G,0,0,0,1,0,0,0,0,1,0
572498,3,0,1,G,0,0,0,1,0,0,0,0,1,0
339831,3,0,1,G,0,0,0,1,0,0,0,0,1,0
243921,3,0,1,G,0,0,0,1,0,0,0,0,1,0
961675,3,0,1,G,0,0,0,1,0,0,0,0,1,0
819810,3,0,1,G,0,0,0,1,0,0,0,0,1,0
978269,3,0,1,G,0,0,0,1,0,0,0,0,1,0
150486,3,0,1,G,0,0,0,1,0,0,0,0,1,0
858066,3,0,1,G,276,15,7,26,7,355,15,7,30,12
599784,3,0,1,G,235,16,7,33,6,335,16,7,41,9
769007,3,0,1,G,8,3,3,3,3,14,3,3,4,6
981151,3,0,1,G,65,6,4,8,5,89,6,4,9,10
762853,3,0,1,G,64,3,3,5,6,86,3,3,7,9
472678,3,0,1,G,98,6,5,9,6,132,6,5,11,9
890571,3,0,1,G,6,4,3,5,1,17,4,3,5,4
713188,3,0,1,G,6,2,2,2,1,10,2,2,3,3
73969,3,0,1,G,93,6,5,12,8,152,6,5,14,12
820329,3,0,1,G,82,4,4,6,6,99,4,4,6,10
465740,3,0,1,G,18,6,4,7,4,32,6,4,7,8
916246,3,0,1,G,49,6,5,8,7,97,7,5,12,12
44460,3,0,1,G,19,1,1,1,5,30,1,1,1,9
406437,3,0,1,G,95,8,6,14,6,140,8,6,16,10
851144,3,0,1,G,71,1,1,3,7,91,1,1,3,11
398445,3,0,1,G,52,9,5,14,5,94,9,5,14,8
303039,3,0,1,G,376,12,7,46,11,513,12,7,59,17
531411,3,0,1,G,52,7,6,12,6,97,7,6,18,9
346860,3,0,1,G,53,2,2,3,3,63,2,2,4,7
38238,3,1,0,B,32,3,3,4,6,47,3,3,4,10
564055,3,0,1,G,84,2,2,10,9,133,2,2,10,12
428776,3,0,1,G,49,3,3,6,3,63,3,3,6,7
750907,3,0,1,G,29,2,1,3,4,35,2,1,3,7
722404,3,0,1,G,4,1,1,1,2,7,1,1,1,5
42606,3,0,1,G,137,2,2,5,5,159,2,2,7,9
913440,3,1,0,B,22,3,3,5,7,41,3,3,6,10
127686,3,0,1,G,27,2,2,4,6,36,2,2,4,9
721131,3,0,1,G,10,1,1,1,3,13,1,1,1,6
183776,3,0,1,G,16,1,1,4,4,31,1,1,4,7
246565,3,0,1,G,0,0,0,1,0,0,0,0,1,0
322430,3,0,1,G,0,0,0,1,0,0,0,0,1,0
642836,3,0,1,G,0,0,0,1,0,0,0,0,1,0
270981,3,0,1,G,0,0,0,1,0,0,0,0,1,0
890973,3,0,1,G,0,0,0,1,0,0,0,0,1,0
803676,3,0,1,G,0,0,0,1,0,0,0,0,1,0
965919,3,0,1,G,0,0,0,1,0,0,0,0,1,0
820712,3,0,1,G,0,0,0,1,0,0,0,0,1,0
817625,3,0,1,G,0,0,0,1,0,0,0,0,1,0
350210,3,0,1,G,0,0,0,1,0,0,0,0,1,0
990477,3,1,0,B,0,0,0,1,0,0,0,0,1,0
524618,3,0,1,G,0,0,0,1,0,0,0,0,1,0
897424,3,0,1,G,0,0,0,1,0,0,0,0,1,0
974913,3,0,1,G,0,0,0,1,0,0,0,0,1,0
330028,3,0,1,G,0,0,0,1,0,0,0,0,1,0
933071,3,0,1,G,0,0,0,1,0,0,0,0,1,0
431224,3,0,1,G,0,0,0,1,0,0,0,0,1,0
565134,3,0,1,G,0,0,0,1,0,0,0,0,1,0
206968,3,0,1,G,0,0,0,1,0,0,0,0,1,0
960919,3,0,1,G,0,0,0,1,0,0,0,0,1,0
767987,3,0,1,G,0,0,0,1,0,0,0,0,1,0
949459,3,0,1,G,0,0,0,1,0,0,0,0,1,0
994269,3,0,1,G,0,0,0,1,0,0,0,0,1,0
397732,3,0,1,G,0,0,0,1,0,0,0,0,1,0
568611,3,0,1,G,0,0,0,1,0,0,0,0,1,0
941299,3,0,1,G,0,0,0,1,0,0,0,0,1,0
398616,3,0,1,G,0,0,0,1,0,0,0,0,1,0
701678,3,0,1,G,0,0,0,1,0,0,0,0,1,0
274364,3,0,1,G,0,0,0,1,0,0,0,0,1,0
131070,3,0,1,G,0,0,0,1,0,0,0,0,1,0
624081,3,0,1,G,0,0,0,1,0,0,0,0,1,0
456049,3,0,1,G,0,0,0,1,0,0,0,0,1,0
943738,3,0,1,G,0,0,0,1,0,0,0,0,1,0
118345,3,0,1,G,0,0,0,1,0,0,0,0,1,0
154566,3,0,1,G,0,0,0,1,0,0,0,0,1,0
798132,3,0,1,G,0,0,0,1,0,0,0,0,1,0
5084,3,0,1,G,0,0,0,1,0,0,0,0,1,0
402331,3,0,1,G,0,0,0,1,0,0,0,0,1,0
635558,3,0,1,G,0,0,0,1,0,0,0,0,1,0
510760,3,0,1,G,0,0,0,1,0,0,0,0,1,0
73415,3,0,1,G,22,5,5,9,5,43,6,5,10,8
963324,3,0,1,G,0,0,0,1,0,0,0,0,1,0
166271,3,0,1,G,30,4,4,5,4,42,4,4,6,7
528698,3,0,1,G,52,4,2,4,4,86,4,2,5,9
364440,3,1,0,B,50,7,6,14,7,116,7,6,20,11
581941,3,0,1,G,175,11,6,16,5,240,11,6,19,9
428794,3,0,1,G,38,1,1,2,4,47,1,1,3,8
431786,3,0,1,G,3,1,1,1,1,23,2,2,4,4
925462,3,0,1,G,82,6,4,15,11,134,6,4,17,14
